"","classification","sex","age","total","survived"
"1355","Crew","Male","Adult",1,"No"
"1356","Crew","Male","Adult",1,"No"
"1357","Crew","Male","Adult",1,"No"
"1358","Crew","Male","Adult",1,"No"
"1359","Crew","Male","Adult",1,"No"
"1360","Crew","Male","Adult",1,"No"
"1361","Crew","Male","Adult",1,"No"
"1362","Crew","Male","Adult",1,"No"
"1363","Crew","Male","Adult",1,"No"
"1364","Crew","Male","Adult",1,"No"
"1365","Crew","Male","Adult",1,"No"
"1366","Crew","Male","Adult",1,"No"
"1367","Crew","Male","Adult",1,"No"
"1368","Crew","Male","Adult",1,"No"
"1369","Crew","Male","Adult",1,"No"
"1370","Crew","Male","Adult",1,"No"
"1371","Crew","Male","Adult",1,"No"
"1372","Crew","Male","Adult",1,"No"
"1373","Crew","Male","Adult",1,"No"
"1374","Crew","Male","Adult",1,"No"
"1375","Crew","Male","Adult",1,"No"
"1376","Crew","Male","Adult",1,"No"
"1377","Crew","Male","Adult",1,"No"
"1378","Crew","Male","Adult",1,"No"
"1379","Crew","Male","Adult",1,"No"
"1380","Crew","Male","Adult",1,"No"
"1381","Crew","Male","Adult",1,"No"
"1382","Crew","Male","Adult",1,"No"
"1383","Crew","Male","Adult",1,"No"
"1384","Crew","Male","Adult",1,"No"
"1385","Crew","Male","Adult",1,"No"
"1386","Crew","Male","Adult",1,"No"
"1387","Crew","Male","Adult",1,"No"
"1388","Crew","Male","Adult",1,"No"
"1389","Crew","Male","Adult",1,"No"
"1390","Crew","Male","Adult",1,"No"
"1391","Crew","Male","Adult",1,"No"
"1392","Crew","Male","Adult",1,"No"
"1393","Crew","Male","Adult",1,"No"
"1394","Crew","Male","Adult",1,"No"
"1395","Crew","Male","Adult",1,"No"
"1396","Crew","Male","Adult",1,"No"
"1397","Crew","Male","Adult",1,"No"
"1398","Crew","Male","Adult",1,"No"
"1399","Crew","Male","Adult",1,"No"
"1400","Crew","Male","Adult",1,"No"
"1401","Crew","Male","Adult",1,"No"
"1402","Crew","Male","Adult",1,"No"
"1403","Crew","Male","Adult",1,"No"
"1404","Crew","Male","Adult",1,"No"
"1405","Crew","Male","Adult",1,"No"
"1406","Crew","Male","Adult",1,"No"
"1407","Crew","Male","Adult",1,"No"
"1408","Crew","Male","Adult",1,"No"
"1409","Crew","Male","Adult",1,"No"
"1410","Crew","Male","Adult",1,"No"
"1411","Crew","Male","Adult",1,"No"
"1412","Crew","Male","Adult",1,"No"
"1413","Crew","Male","Adult",1,"No"
"1414","Crew","Male","Adult",1,"No"
"1415","Crew","Male","Adult",1,"No"
"1416","Crew","Male","Adult",1,"No"
"1417","Crew","Male","Adult",1,"No"
"1418","Crew","Male","Adult",1,"No"
"1419","Crew","Male","Adult",1,"No"
"1420","Crew","Male","Adult",1,"No"
"1421","Crew","Male","Adult",1,"No"
"1422","Crew","Male","Adult",1,"No"
"1423","Crew","Male","Adult",1,"No"
"1424","Crew","Male","Adult",1,"No"
"1425","Crew","Male","Adult",1,"No"
"1426","Crew","Male","Adult",1,"No"
"1427","Crew","Male","Adult",1,"No"
"1428","Crew","Male","Adult",1,"No"
"1429","Crew","Male","Adult",1,"No"
"1430","Crew","Male","Adult",1,"No"
"1431","Crew","Male","Adult",1,"No"
"1432","Crew","Male","Adult",1,"No"
"1433","Crew","Male","Adult",1,"No"
"1434","Crew","Male","Adult",1,"No"
"1435","Crew","Male","Adult",1,"No"
"1436","Crew","Male","Adult",1,"No"
"1437","Crew","Male","Adult",1,"No"
"1438","Crew","Male","Adult",1,"No"
"1439","Crew","Male","Adult",1,"No"
"1440","Crew","Male","Adult",1,"No"
"1441","Crew","Male","Adult",1,"No"
"1442","Crew","Male","Adult",1,"No"
"1443","Crew","Male","Adult",1,"No"
"1444","Crew","Male","Adult",1,"No"
"1445","Crew","Male","Adult",1,"No"
"1446","Crew","Male","Adult",1,"No"
"1447","Crew","Male","Adult",1,"No"
"1448","Crew","Male","Adult",1,"No"
"1449","Crew","Male","Adult",1,"No"
"1450","Crew","Male","Adult",1,"No"
"1451","Crew","Male","Adult",1,"No"
"1452","Crew","Male","Adult",1,"No"
"1453","Crew","Male","Adult",1,"No"
"1454","Crew","Male","Adult",1,"No"
"1455","Crew","Male","Adult",1,"No"
"1456","Crew","Male","Adult",1,"No"
"1457","Crew","Male","Adult",1,"No"
"1458","Crew","Male","Adult",1,"No"
"1459","Crew","Male","Adult",1,"No"
"1460","Crew","Male","Adult",1,"No"
"1461","Crew","Male","Adult",1,"No"
"1462","Crew","Male","Adult",1,"No"
"1463","Crew","Male","Adult",1,"No"
"1464","Crew","Male","Adult",1,"No"
"1465","Crew","Male","Adult",1,"No"
"1466","Crew","Male","Adult",1,"No"
"1467","Crew","Male","Adult",1,"No"
"1468","Crew","Male","Adult",1,"No"
"1469","Crew","Male","Adult",1,"No"
"1470","Crew","Male","Adult",1,"No"
"1471","Crew","Male","Adult",1,"No"
"1472","Crew","Male","Adult",1,"No"
"1473","Crew","Male","Adult",1,"No"
"1474","Crew","Male","Adult",1,"No"
"1475","Crew","Male","Adult",1,"No"
"1476","Crew","Male","Adult",1,"No"
"1477","Crew","Male","Adult",1,"No"
"1478","Crew","Male","Adult",1,"No"
"1479","Crew","Male","Adult",1,"No"
"1480","Crew","Male","Adult",1,"No"
"1481","Crew","Male","Adult",1,"No"
"1482","Crew","Male","Adult",1,"No"
"1483","Crew","Male","Adult",1,"No"
"1484","Crew","Male","Adult",1,"No"
"1485","Crew","Male","Adult",1,"No"
"1486","Crew","Male","Adult",1,"No"
"1487","Crew","Male","Adult",1,"No"
"1488","Crew","Male","Adult",1,"No"
"1489","Crew","Male","Adult",1,"No"
"1490","Crew","Male","Adult",1,"No"
"1491","Crew","Male","Adult",1,"No"
"1492","Crew","Male","Adult",1,"No"
"1493","Crew","Male","Adult",1,"No"
"1494","Crew","Male","Adult",1,"No"
"1495","Crew","Male","Adult",1,"No"
"1496","Crew","Male","Adult",1,"No"
"1497","Crew","Male","Adult",1,"No"
"1498","Crew","Male","Adult",1,"No"
"1499","Crew","Male","Adult",1,"No"
"1500","Crew","Male","Adult",1,"No"
"1501","Crew","Male","Adult",1,"No"
"1502","Crew","Male","Adult",1,"No"
"1503","Crew","Male","Adult",1,"No"
"1504","Crew","Male","Adult",1,"No"
"1505","Crew","Male","Adult",1,"No"
"1506","Crew","Male","Adult",1,"No"
"1507","Crew","Male","Adult",1,"No"
"1508","Crew","Male","Adult",1,"No"
"1509","Crew","Male","Adult",1,"No"
"1510","Crew","Male","Adult",1,"No"
"1511","Crew","Male","Adult",1,"No"
"1512","Crew","Male","Adult",1,"No"
"1513","Crew","Male","Adult",1,"No"
"1514","Crew","Male","Adult",1,"No"
"1515","Crew","Male","Adult",1,"No"
"1516","Crew","Male","Adult",1,"No"
"1517","Crew","Male","Adult",1,"No"
"1518","Crew","Male","Adult",1,"No"
"1519","Crew","Male","Adult",1,"No"
"1520","Crew","Male","Adult",1,"No"
"1521","Crew","Male","Adult",1,"No"
"1522","Crew","Male","Adult",1,"No"
"1523","Crew","Male","Adult",1,"No"
"1524","Crew","Male","Adult",1,"No"
"1525","Crew","Male","Adult",1,"No"
"1526","Crew","Male","Adult",1,"No"
"1527","Crew","Male","Adult",1,"No"
"1528","Crew","Male","Adult",1,"No"
"1529","Crew","Male","Adult",1,"No"
"1530","Crew","Male","Adult",1,"No"
"1531","Crew","Male","Adult",1,"No"
"1532","Crew","Male","Adult",1,"No"
"1533","Crew","Male","Adult",1,"No"
"1534","Crew","Male","Adult",1,"No"
"1535","Crew","Male","Adult",1,"No"
"1536","Crew","Male","Adult",1,"No"
"1537","Crew","Male","Adult",1,"No"
"1538","Crew","Male","Adult",1,"No"
"1539","Crew","Male","Adult",1,"No"
"1540","Crew","Male","Adult",1,"No"
"1541","Crew","Male","Adult",1,"No"
"1542","Crew","Male","Adult",1,"No"
"1543","Crew","Male","Adult",1,"No"
"1544","Crew","Male","Adult",1,"No"
"1545","Crew","Male","Adult",1,"No"
"1546","Crew","Male","Adult",1,"No"
"1547","Crew","Male","Adult",1,"No"
"1548","Crew","Male","Adult",1,"No"
"1549","Crew","Male","Adult",1,"No"
"1550","Crew","Male","Adult",1,"No"
"1551","Crew","Male","Adult",1,"No"
"1552","Crew","Male","Adult",1,"No"
"1553","Crew","Male","Adult",1,"No"
"1554","Crew","Male","Adult",1,"No"
"1555","Crew","Male","Adult",1,"No"
"1556","Crew","Male","Adult",1,"No"
"1557","Crew","Male","Adult",1,"No"
"1558","Crew","Male","Adult",1,"No"
"1559","Crew","Male","Adult",1,"No"
"1560","Crew","Male","Adult",1,"No"
"1561","Crew","Male","Adult",1,"No"
"1562","Crew","Male","Adult",1,"No"
"1563","Crew","Male","Adult",1,"No"
"1564","Crew","Male","Adult",1,"No"
"1565","Crew","Male","Adult",1,"No"
"1566","Crew","Male","Adult",1,"No"
"1567","Crew","Male","Adult",1,"No"
"1568","Crew","Male","Adult",1,"No"
"1569","Crew","Male","Adult",1,"No"
"1570","Crew","Male","Adult",1,"No"
"1571","Crew","Male","Adult",1,"No"
"1572","Crew","Male","Adult",1,"No"
"1573","Crew","Male","Adult",1,"No"
"1574","Crew","Male","Adult",1,"No"
"1575","Crew","Male","Adult",1,"No"
"1576","Crew","Male","Adult",1,"No"
"1577","Crew","Male","Adult",1,"No"
"1578","Crew","Male","Adult",1,"No"
"1579","Crew","Male","Adult",1,"No"
"1580","Crew","Male","Adult",1,"No"
"1581","Crew","Male","Adult",1,"No"
"1582","Crew","Male","Adult",1,"No"
"1583","Crew","Male","Adult",1,"No"
"1584","Crew","Male","Adult",1,"No"
"1585","Crew","Male","Adult",1,"No"
"1586","Crew","Male","Adult",1,"No"
"1587","Crew","Male","Adult",1,"No"
"1588","Crew","Male","Adult",1,"No"
"1589","Crew","Male","Adult",1,"No"
"1590","Crew","Male","Adult",1,"No"
"1591","Crew","Male","Adult",1,"No"
"1592","Crew","Male","Adult",1,"No"
"1593","Crew","Male","Adult",1,"No"
"1594","Crew","Male","Adult",1,"No"
"1595","Crew","Male","Adult",1,"No"
"1596","Crew","Male","Adult",1,"No"
"1597","Crew","Male","Adult",1,"No"
"1598","Crew","Male","Adult",1,"No"
"1599","Crew","Male","Adult",1,"No"
"1600","Crew","Male","Adult",1,"No"
"1601","Crew","Male","Adult",1,"No"
"1602","Crew","Male","Adult",1,"No"
"1603","Crew","Male","Adult",1,"No"
"1604","Crew","Male","Adult",1,"No"
"1605","Crew","Male","Adult",1,"No"
"1606","Crew","Male","Adult",1,"No"
"1607","Crew","Male","Adult",1,"No"
"1608","Crew","Male","Adult",1,"No"
"1609","Crew","Male","Adult",1,"No"
"1610","Crew","Male","Adult",1,"No"
"1611","Crew","Male","Adult",1,"No"
"1612","Crew","Male","Adult",1,"No"
"1613","Crew","Male","Adult",1,"No"
"1614","Crew","Male","Adult",1,"No"
"1615","Crew","Male","Adult",1,"No"
"1616","Crew","Male","Adult",1,"No"
"1617","Crew","Male","Adult",1,"No"
"1618","Crew","Male","Adult",1,"No"
"1619","Crew","Male","Adult",1,"No"
"1620","Crew","Male","Adult",1,"No"
"1621","Crew","Male","Adult",1,"No"
"1622","Crew","Male","Adult",1,"No"
"1623","Crew","Male","Adult",1,"No"
"1624","Crew","Male","Adult",1,"No"
"1625","Crew","Male","Adult",1,"No"
"1626","Crew","Male","Adult",1,"No"
"1627","Crew","Male","Adult",1,"No"
"1628","Crew","Male","Adult",1,"No"
"1629","Crew","Male","Adult",1,"No"
"1630","Crew","Male","Adult",1,"No"
"1631","Crew","Male","Adult",1,"No"
"1632","Crew","Male","Adult",1,"No"
"1633","Crew","Male","Adult",1,"No"
"1634","Crew","Male","Adult",1,"No"
"1635","Crew","Male","Adult",1,"No"
"1636","Crew","Male","Adult",1,"No"
"1637","Crew","Male","Adult",1,"No"
"1638","Crew","Male","Adult",1,"No"
"1639","Crew","Male","Adult",1,"No"
"1640","Crew","Male","Adult",1,"No"
"1641","Crew","Male","Adult",1,"No"
"1642","Crew","Male","Adult",1,"No"
"1643","Crew","Male","Adult",1,"No"
"1644","Crew","Male","Adult",1,"No"
"1645","Crew","Male","Adult",1,"No"
"1646","Crew","Male","Adult",1,"No"
"1647","Crew","Male","Adult",1,"No"
"1648","Crew","Male","Adult",1,"No"
"1649","Crew","Male","Adult",1,"No"
"1650","Crew","Male","Adult",1,"No"
"1651","Crew","Male","Adult",1,"No"
"1652","Crew","Male","Adult",1,"No"
"1653","Crew","Male","Adult",1,"No"
"1654","Crew","Male","Adult",1,"No"
"1655","Crew","Male","Adult",1,"No"
"1656","Crew","Male","Adult",1,"No"
"1657","Crew","Male","Adult",1,"No"
"1658","Crew","Male","Adult",1,"No"
"1659","Crew","Male","Adult",1,"No"
"1660","Crew","Male","Adult",1,"No"
"1661","Crew","Male","Adult",1,"No"
"1662","Crew","Male","Adult",1,"No"
"1663","Crew","Male","Adult",1,"No"
"1664","Crew","Male","Adult",1,"No"
"1665","Crew","Male","Adult",1,"No"
"1666","Crew","Male","Adult",1,"No"
"1667","Crew","Male","Adult",1,"No"
"1668","Crew","Male","Adult",1,"No"
"1669","Crew","Male","Adult",1,"No"
"1670","Crew","Male","Adult",1,"No"
"1671","Crew","Male","Adult",1,"No"
"1672","Crew","Male","Adult",1,"No"
"1673","Crew","Male","Adult",1,"No"
"1674","Crew","Male","Adult",1,"No"
"1675","Crew","Male","Adult",1,"No"
"1676","Crew","Male","Adult",1,"No"
"1677","Crew","Male","Adult",1,"No"
"1678","Crew","Male","Adult",1,"No"
"1679","Crew","Male","Adult",1,"No"
"1680","Crew","Male","Adult",1,"No"
"1681","Crew","Male","Adult",1,"No"
"1682","Crew","Male","Adult",1,"No"
"1683","Crew","Male","Adult",1,"No"
"1684","Crew","Male","Adult",1,"No"
"1685","Crew","Male","Adult",1,"No"
"1686","Crew","Male","Adult",1,"No"
"1687","Crew","Male","Adult",1,"No"
"1688","Crew","Male","Adult",1,"No"
"1689","Crew","Male","Adult",1,"No"
"1690","Crew","Male","Adult",1,"No"
"1691","Crew","Male","Adult",1,"No"
"1692","Crew","Male","Adult",1,"No"
"1693","Crew","Male","Adult",1,"No"
"1694","Crew","Male","Adult",1,"No"
"1695","Crew","Male","Adult",1,"No"
"1696","Crew","Male","Adult",1,"No"
"1697","Crew","Male","Adult",1,"No"
"1698","Crew","Male","Adult",1,"No"
"1699","Crew","Male","Adult",1,"No"
"1700","Crew","Male","Adult",1,"No"
"1701","Crew","Male","Adult",1,"No"
"1702","Crew","Male","Adult",1,"No"
"1703","Crew","Male","Adult",1,"No"
"1704","Crew","Male","Adult",1,"No"
"1705","Crew","Male","Adult",1,"No"
"1706","Crew","Male","Adult",1,"No"
"1707","Crew","Male","Adult",1,"No"
"1708","Crew","Male","Adult",1,"No"
"1709","Crew","Male","Adult",1,"No"
"1710","Crew","Male","Adult",1,"No"
"1711","Crew","Male","Adult",1,"No"
"1712","Crew","Male","Adult",1,"No"
"1713","Crew","Male","Adult",1,"No"
"1714","Crew","Male","Adult",1,"No"
"1715","Crew","Male","Adult",1,"No"
"1716","Crew","Male","Adult",1,"No"
"1717","Crew","Male","Adult",1,"No"
"1718","Crew","Male","Adult",1,"No"
"1719","Crew","Male","Adult",1,"No"
"1720","Crew","Male","Adult",1,"No"
"1721","Crew","Male","Adult",1,"No"
"1722","Crew","Male","Adult",1,"No"
"1723","Crew","Male","Adult",1,"No"
"1724","Crew","Male","Adult",1,"No"
"1725","Crew","Male","Adult",1,"No"
"1726","Crew","Male","Adult",1,"No"
"1727","Crew","Male","Adult",1,"No"
"1728","Crew","Male","Adult",1,"No"
"1729","Crew","Male","Adult",1,"No"
"1730","Crew","Male","Adult",1,"No"
"1731","Crew","Male","Adult",1,"No"
"1732","Crew","Male","Adult",1,"No"
"1733","Crew","Male","Adult",1,"No"
"1734","Crew","Male","Adult",1,"No"
"1735","Crew","Male","Adult",1,"No"
"1736","Crew","Male","Adult",1,"No"
"1737","Crew","Male","Adult",1,"No"
"1738","Crew","Male","Adult",1,"No"
"1739","Crew","Male","Adult",1,"No"
"1740","Crew","Male","Adult",1,"No"
"1741","Crew","Male","Adult",1,"No"
"1742","Crew","Male","Adult",1,"No"
"1743","Crew","Male","Adult",1,"No"
"1744","Crew","Male","Adult",1,"No"
"1745","Crew","Male","Adult",1,"No"
"1746","Crew","Male","Adult",1,"No"
"1747","Crew","Male","Adult",1,"No"
"1748","Crew","Male","Adult",1,"No"
"1749","Crew","Male","Adult",1,"No"
"1750","Crew","Male","Adult",1,"No"
"1751","Crew","Male","Adult",1,"No"
"1752","Crew","Male","Adult",1,"No"
"1753","Crew","Male","Adult",1,"No"
"1754","Crew","Male","Adult",1,"No"
"1755","Crew","Male","Adult",1,"No"
"1756","Crew","Male","Adult",1,"No"
"1757","Crew","Male","Adult",1,"No"
"1758","Crew","Male","Adult",1,"No"
"1759","Crew","Male","Adult",1,"No"
"1760","Crew","Male","Adult",1,"No"
"1761","Crew","Male","Adult",1,"No"
"1762","Crew","Male","Adult",1,"No"
"1763","Crew","Male","Adult",1,"No"
"1764","Crew","Male","Adult",1,"No"
"1765","Crew","Male","Adult",1,"No"
"1766","Crew","Male","Adult",1,"No"
"1767","Crew","Male","Adult",1,"No"
"1768","Crew","Male","Adult",1,"No"
"1769","Crew","Male","Adult",1,"No"
"1770","Crew","Male","Adult",1,"No"
"1771","Crew","Male","Adult",1,"No"
"1772","Crew","Male","Adult",1,"No"
"1773","Crew","Male","Adult",1,"No"
"1774","Crew","Male","Adult",1,"No"
"1775","Crew","Male","Adult",1,"No"
"1776","Crew","Male","Adult",1,"No"
"1777","Crew","Male","Adult",1,"No"
"1778","Crew","Male","Adult",1,"No"
"1779","Crew","Male","Adult",1,"No"
"1780","Crew","Male","Adult",1,"No"
"1781","Crew","Male","Adult",1,"No"
"1782","Crew","Male","Adult",1,"No"
"1783","Crew","Male","Adult",1,"No"
"1784","Crew","Male","Adult",1,"No"
"1785","Crew","Male","Adult",1,"No"
"1786","Crew","Male","Adult",1,"No"
"1787","Crew","Male","Adult",1,"No"
"1788","Crew","Male","Adult",1,"No"
"1789","Crew","Male","Adult",1,"No"
"1790","Crew","Male","Adult",1,"No"
"1791","Crew","Male","Adult",1,"No"
"1792","Crew","Male","Adult",1,"No"
"1793","Crew","Male","Adult",1,"No"
"1794","Crew","Male","Adult",1,"No"
"1795","Crew","Male","Adult",1,"No"
"1796","Crew","Male","Adult",1,"No"
"1797","Crew","Male","Adult",1,"No"
"1798","Crew","Male","Adult",1,"No"
"1799","Crew","Male","Adult",1,"No"
"1800","Crew","Male","Adult",1,"No"
"1801","Crew","Male","Adult",1,"No"
"1802","Crew","Male","Adult",1,"No"
"1803","Crew","Male","Adult",1,"No"
"1804","Crew","Male","Adult",1,"No"
"1805","Crew","Male","Adult",1,"No"
"1806","Crew","Male","Adult",1,"No"
"1807","Crew","Male","Adult",1,"No"
"1808","Crew","Male","Adult",1,"No"
"1809","1st","Female","Adult",1,"Yes"
"1810","1st","Female","Adult",1,"Yes"
"1811","1st","Female","Adult",1,"Yes"
"1812","1st","Female","Adult",1,"Yes"
"1813","1st","Female","Adult",1,"Yes"
"1814","1st","Female","Adult",1,"Yes"
"1815","1st","Female","Adult",1,"Yes"
"1816","1st","Female","Adult",1,"Yes"
"1817","1st","Female","Adult",1,"Yes"
"1818","1st","Female","Adult",1,"Yes"
"1819","1st","Female","Adult",1,"Yes"
"1820","1st","Female","Adult",1,"Yes"
"1821","1st","Female","Adult",1,"Yes"
"1822","1st","Female","Adult",1,"Yes"
"1823","1st","Female","Adult",1,"Yes"
"1824","1st","Female","Adult",1,"Yes"
"1825","1st","Female","Adult",1,"Yes"
"1826","1st","Female","Adult",1,"Yes"
"1827","1st","Female","Adult",1,"Yes"
"1828","1st","Female","Adult",1,"Yes"
"1829","1st","Female","Adult",1,"Yes"
"1830","1st","Female","Adult",1,"Yes"
"1831","1st","Female","Adult",1,"Yes"
"1832","1st","Female","Adult",1,"Yes"
"1833","1st","Female","Adult",1,"Yes"
"1834","1st","Female","Adult",1,"Yes"
"1835","1st","Female","Adult",1,"Yes"
"1836","1st","Female","Adult",1,"Yes"
"1837","1st","Female","Adult",1,"Yes"
"1838","1st","Female","Adult",1,"Yes"
"1839","1st","Female","Adult",1,"Yes"
"1840","1st","Female","Adult",1,"Yes"
"1841","1st","Female","Adult",1,"Yes"
"1842","1st","Female","Adult",1,"Yes"
"1843","1st","Female","Adult",1,"Yes"
"1844","1st","Female","Adult",1,"Yes"
"1845","1st","Female","Adult",1,"Yes"
"1846","1st","Female","Adult",1,"Yes"
"1847","1st","Female","Adult",1,"Yes"
"1848","1st","Female","Adult",1,"Yes"
"1849","1st","Female","Adult",1,"Yes"
"1850","1st","Female","Adult",1,"Yes"
"1851","1st","Female","Adult",1,"Yes"
"1852","1st","Female","Adult",1,"Yes"
"1853","1st","Female","Adult",1,"Yes"
"1854","1st","Female","Adult",1,"Yes"
"1855","1st","Female","Adult",1,"Yes"
"1856","1st","Female","Adult",1,"Yes"
"1857","1st","Female","Adult",1,"Yes"
"1858","1st","Female","Adult",1,"Yes"
"1859","1st","Female","Adult",1,"Yes"
"1860","1st","Female","Adult",1,"Yes"
"1861","1st","Female","Adult",1,"Yes"
"1862","1st","Female","Adult",1,"Yes"
"1863","1st","Female","Adult",1,"Yes"
"1864","1st","Female","Adult",1,"Yes"
"1865","1st","Female","Adult",1,"Yes"
"1866","1st","Female","Adult",1,"Yes"
"1867","1st","Female","Adult",1,"Yes"
"1868","1st","Female","Adult",1,"Yes"
"1869","1st","Female","Adult",1,"Yes"
"1870","1st","Female","Adult",1,"Yes"
"1871","1st","Female","Adult",1,"Yes"
"1872","1st","Female","Adult",1,"Yes"
"1873","1st","Female","Adult",1,"Yes"
"1874","1st","Female","Adult",1,"Yes"
"1875","1st","Female","Adult",1,"Yes"
"1876","1st","Female","Adult",1,"Yes"
"1877","1st","Female","Adult",1,"Yes"
"1878","1st","Female","Adult",1,"Yes"
"1879","1st","Female","Adult",1,"Yes"
"1880","1st","Female","Adult",1,"Yes"
"1881","1st","Female","Adult",1,"Yes"
"1882","1st","Female","Adult",1,"Yes"
"1883","1st","Female","Adult",1,"Yes"
"1884","1st","Female","Adult",1,"Yes"
"1885","1st","Female","Adult",1,"Yes"
"1886","1st","Female","Adult",1,"Yes"
"1887","1st","Female","Adult",1,"Yes"
"1888","1st","Female","Adult",1,"Yes"
"1889","1st","Female","Adult",1,"Yes"
"1890","1st","Female","Adult",1,"Yes"
"1891","1st","Female","Adult",1,"Yes"
"1892","1st","Female","Adult",1,"Yes"
"1893","1st","Female","Adult",1,"Yes"
"1894","1st","Female","Adult",1,"Yes"
"1895","1st","Female","Adult",1,"Yes"
"1896","1st","Female","Adult",1,"Yes"
"1897","1st","Female","Adult",1,"Yes"
"1898","1st","Female","Adult",1,"Yes"
"1899","1st","Female","Adult",1,"Yes"
"1900","1st","Female","Adult",1,"Yes"
"1901","1st","Female","Adult",1,"Yes"
"1902","1st","Female","Adult",1,"Yes"
"1903","1st","Female","Adult",1,"Yes"
"1904","1st","Female","Adult",1,"Yes"
"1905","1st","Female","Adult",1,"Yes"
"1906","1st","Female","Adult",1,"Yes"
"1907","1st","Female","Adult",1,"Yes"
"1908","1st","Female","Adult",1,"Yes"
"1909","1st","Female","Adult",1,"Yes"
"1910","1st","Female","Adult",1,"Yes"
"1911","1st","Female","Adult",1,"Yes"
"1912","1st","Female","Adult",1,"Yes"
"1913","1st","Female","Adult",1,"Yes"
"1914","1st","Female","Adult",1,"Yes"
"1915","1st","Female","Adult",1,"Yes"
"1916","1st","Female","Adult",1,"Yes"
"1917","1st","Female","Adult",1,"Yes"
"1918","1st","Female","Adult",1,"Yes"
"1919","1st","Female","Adult",1,"Yes"
"1920","1st","Female","Adult",1,"Yes"
"1921","1st","Female","Adult",1,"Yes"
"1922","1st","Female","Adult",1,"Yes"
"1923","1st","Female","Adult",1,"Yes"
"1924","1st","Female","Adult",1,"Yes"
"1925","1st","Female","Adult",1,"Yes"
"1926","1st","Female","Adult",1,"Yes"
"1927","1st","Female","Adult",1,"Yes"
"1928","1st","Female","Adult",1,"Yes"
"1929","1st","Female","Adult",1,"Yes"
"1930","1st","Female","Adult",1,"Yes"
"1931","1st","Female","Adult",1,"Yes"
"1932","1st","Female","Adult",1,"Yes"
"1933","1st","Female","Adult",1,"Yes"
"1934","1st","Female","Adult",1,"Yes"
"1935","1st","Female","Adult",1,"Yes"
"1936","1st","Female","Adult",1,"Yes"
"1937","1st","Female","Adult",1,"Yes"
"1938","1st","Female","Adult",1,"Yes"
"1939","1st","Female","Adult",1,"Yes"
"1940","1st","Female","Adult",1,"Yes"
"1941","1st","Female","Adult",1,"Yes"
"1942","1st","Female","Adult",1,"Yes"
"1943","1st","Female","Adult",1,"Yes"
"1944","1st","Female","Adult",1,"Yes"
"1945","1st","Female","Adult",1,"Yes"
"1946","1st","Female","Adult",1,"Yes"
"1947","1st","Female","Adult",1,"Yes"
"1948","1st","Female","Adult",1,"Yes"
"1949","Crew","Female","Adult",1,"Yes"
"1950","Crew","Female","Adult",1,"Yes"
"1951","Crew","Female","Adult",1,"Yes"
"1952","Crew","Female","Adult",1,"Yes"
"1953","1st","Female","Adult",1,"No"
"1954","1st","Female","Adult",1,"No"
"1955","1st","Female","Adult",1,"No"
"1956","1st","Female","Adult",1,"No"
"1957","2nd","Female","Adult",1,"Yes"
"1958","2nd","Female","Adult",1,"Yes"
"1959","2nd","Female","Adult",1,"Yes"
"1960","2nd","Female","Adult",1,"Yes"
"1961","2nd","Female","Adult",1,"Yes"
"1962","2nd","Female","Adult",1,"Yes"
"1963","2nd","Female","Adult",1,"Yes"
"1964","2nd","Female","Adult",1,"Yes"
"1965","2nd","Female","Adult",1,"Yes"
"1966","2nd","Female","Adult",1,"Yes"
"1967","2nd","Female","Adult",1,"Yes"
"1968","2nd","Female","Adult",1,"Yes"
"1969","2nd","Female","Adult",1,"Yes"
"1970","2nd","Female","Adult",1,"Yes"
"1971","2nd","Female","Adult",1,"Yes"
"1972","2nd","Female","Adult",1,"Yes"
"1973","2nd","Female","Adult",1,"Yes"
"1974","2nd","Female","Adult",1,"Yes"
"1975","2nd","Female","Adult",1,"Yes"
"1976","2nd","Female","Adult",1,"Yes"
"1977","2nd","Female","Adult",1,"Yes"
"1978","2nd","Female","Adult",1,"Yes"
"1979","2nd","Female","Adult",1,"Yes"
"1980","2nd","Female","Adult",1,"Yes"
"1981","2nd","Female","Adult",1,"Yes"
"1982","2nd","Female","Adult",1,"Yes"
"1983","2nd","Female","Adult",1,"Yes"
"1984","2nd","Female","Adult",1,"Yes"
"1985","2nd","Female","Adult",1,"Yes"
"1986","2nd","Female","Adult",1,"Yes"
"1987","2nd","Female","Adult",1,"Yes"
"1988","2nd","Female","Adult",1,"Yes"
"1989","2nd","Female","Adult",1,"Yes"
"1990","2nd","Female","Adult",1,"Yes"
"1991","2nd","Female","Adult",1,"Yes"
"1992","2nd","Female","Adult",1,"Yes"
"1993","2nd","Female","Adult",1,"Yes"
"1994","2nd","Female","Adult",1,"Yes"
"1995","2nd","Female","Adult",1,"Yes"
"1996","2nd","Female","Adult",1,"Yes"
"1997","2nd","Female","Adult",1,"Yes"
"1998","2nd","Female","Adult",1,"Yes"
"1999","2nd","Female","Adult",1,"Yes"
"2000","2nd","Female","Adult",1,"Yes"
"2001","2nd","Female","Adult",1,"Yes"
"2002","2nd","Female","Adult",1,"Yes"
"2003","2nd","Female","Adult",1,"Yes"
"2004","2nd","Female","Adult",1,"Yes"
"2005","2nd","Female","Adult",1,"Yes"
"2006","2nd","Female","Adult",1,"Yes"
"2007","2nd","Female","Adult",1,"Yes"
"2008","2nd","Female","Adult",1,"Yes"
